Column Name,Data Type,Unit,UCD,Description
r_pixelFlags_interpolatedCenter,boolean,,,Interpolated pixel in the Source center. Measured on r-band.
r_pixelFlags_offimage,boolean,,,Source center is off image. Measured on r-band.
r_pixelFlags_saturated,boolean,,,Saturated pixel in the Source footprint. Measured on r-band.
r_pixelFlags_saturatedCenter,boolean,,,Saturated pixel in the Source center. Measured on r-band.
r_pixelFlags_sensor_edge,boolean,,,Source footprint includes SENSOR_EDGE pixels. Measured on r-band.
r_pixelFlags_sensor_edgeCenter,boolean,,,Source center is close to SENSOR_EDGE pixels. Measured on r-band.
r_pixelFlags_suspect,boolean,,,Sources footprint includes suspect pixels. Measured on r-band.
r_pixelFlags_suspectCenter,boolean,,,Sources center is close to suspect pixels. Measured on r-band.
r_psfFlux,double,nJy,,Flux derived from linear least-squares fit of PSF model. Forced on r-band.
r_psfFluxErr,double,nJy,,Flux uncertainty derived from linear least-squares fit of PSF model. Forced on r-band.
r_psfFlux_area,float,pixel,,Effective area of PSF. Forced on r-band.
r_psfFlux_flag,boolean,,,General Failure Flag. Forced on r-band.
r_psfFlux_flag_apCorr,boolean,,,Set if unable to aperture correct base_PsfFlux. Forced on r-band.
r_psfFlux_flag_edge,boolean,,,Object was too close to the edge of the image to use the full PSF model. Forced on r-band.
r_psfFlux_flag_noGoodPixels,boolean,,,Not enough non-rejected pixels in data to attempt the fit. Forced on r-band.
r_ra,double,deg,pos.eq.ra,Position in ra/dec. Measured on r-band.
u_ap03Flux,double,nJy,,Flux within 3.0-pixel aperture. Forced on u-band.
u_ap03FluxErr,double,nJy,,Flux uncertainty within 3.0-pixel aperture. Forced on u-band.
u_ap03Flux_flag,boolean,,,General Failure Flag. Forced on u-band.
u_ap06Flux,double,nJy,,Flux within 6.0-pixel aperture. Forced on u-band.
u_ap06FluxErr,double,nJy,,Flux uncertainty within 6.0-pixel aperture. Forced on u-band.
u_ap06Flux_flag,boolean,,,General Failure Flag. Forced on u-band.
u_ap09Flux,double,nJy,,Flux within 9.0-pixel aperture. Forced on u-band.
u_ap09FluxErr,double,nJy,,Flux uncertainty within 9.0-pixel aperture. Forced on u-band.
u_ap09Flux_flag,boolean,,,General Failure Flag. Forced on u-band.
u_ap12Flux,double,nJy,,Flux within 12.0-pixel aperture. Forced on u-band.
u_ap12FluxErr,double,nJy,,Flux uncertainty within 12.0-pixel aperture. Forced on u-band.
u_ap12Flux_flag,boolean,,,General Failure Flag. Forced on u-band.
u_ap17Flux,double,nJy,,Flux within 17.0-pixel aperture. Forced on u-band.
u_ap17FluxErr,double,nJy,,Flux uncertainty within 17.0-pixel aperture. Forced on u-band.
u_ap17Flux_flag,boolean,,,General Failure Flag. Forced on u-band.
u_ap25Flux,double,nJy,,Flux within 25.0-pixel aperture. Forced on u-band.
u_ap25FluxErr,double,nJy,,Flux uncertainty within 25.0-pixel aperture. Forced on u-band.
u_ap25Flux_flag,boolean,,,General Failure Flag. Forced on u-band.
u_ap35Flux,double,nJy,,Flux within 35.0-pixel aperture. Forced on u-band.
u_ap35FluxErr,double,nJy,,Flux uncertainty within 35.0-pixel aperture. Forced on u-band.
u_ap35Flux_flag,boolean,,,General Failure Flag. Forced on u-band.
u_ap50Flux,double,nJy,,Flux within 50.0-pixel aperture. Forced on u-band.
u_ap50FluxErr,double,nJy,,Flux uncertainty within 50.0-pixel aperture. Forced on u-band.
u_ap50Flux_flag,boolean,,,General Failure Flag. Forced on u-band.
u_ap70Flux,double,nJy,,Flux within 70.0-pixel aperture. Forced on u-band.
u_ap70FluxErr,double,nJy,,Flux uncertainty within 70.0-pixel aperture. Forced on u-band.
u_ap70Flux_flag,boolean,,,General Failure Flag. Forced on u-band.
u_apFlux_flag,boolean,,,General Failure Flag. Measured on u-band.
u_apFlux_flag_apertureTruncated,boolean,,,Aperture did not fit within measurement image. Measured on u-band.
u_apFlux_flag_sincCoeffsTruncated,boolean,,,Full sinc coefficient image did not fit within measurement image. Measured on u-band.
u_bdChi2,double,,,-ln(likelihood) (chi^2) in cmodel fit. Measured on u-band.
u_bdE1,double,pixel^2,,FracDev-weighted average of exp.ellipse and dev.ellipse. Measured on u-band.
u_bdE2,double,pixel^2,,FracDev-weighted average of exp.ellipse and dev.ellipse. Measured on u-band.
u_bdFluxB,double,nJy,,Flux from the de Vaucouleur fit. Measured on u-band.
u_bdFluxBErr,double,nJy,,Flux uncertainty from the de Vaucouleur fit. Measured on u-band.
u_bdFluxD,double,nJy,,Flux from the exponential fit. Measured on u-band.
u_bdFluxDErr,double,nJy,,Flux uncertainty from the exponential fit. Measured on u-band.
u_bdReB,double,pixel^2,,Half-light ellipse of the de Vaucouleur fit. Measured on u-band.
u_bdReD,double,pixel^2,,Half-light ellipse of the exponential fit. Measured on u-band.
u_blendedness,double,,,"Measure of how much the flux is affected by neighbors, (1 - child_flux/parent_flux). Operates on the absolute value of the pixels to try to obtain a de-noised value. See section 4.9.11 of Bosch et al. 2018, PASJ, 70, S5 for details. Measured on u-band."
u_blendedness_flag,boolean,,,General Failure Flag. Measured on u-band.
u_cModelFlux,double,nJy,,Flux from the final cmodel fit. Forced on u-band.
u_cModelFluxErr,double,nJy,,Flux uncertainty from the final cmodel fit. Forced on u-band.
u_cModelFlux_inner,double,nJy,,"Flux within the fit region, with no extrapolation. Forced on u-band."
u_cModel_flag,boolean,,,Flag set if the final cmodel fit (or any previous fit) failed. Forced on u-band.
u_cModel_flag_apCorr,boolean,,,Set if unable to aperture correct modelfit_CModel. Forced on u-band.
u_calibFlux,double,nJy,,Flux within 12.0-pixel aperture. Measured on u-band.
u_calibFluxErr,double,nJy,,Flux uncertainty within 12.0-pixel aperture. Measured on u-band.
u_calibFlux_flag,boolean,,,General Failure Flag. Measured on u-band.
u_calibFlux_flag_apertureTruncated,boolean,,,Aperture did not fit within measurement image. Measured on u-band.
u_calibFlux_flag_sincCoeffsTruncated,boolean,,,Full sinc coefficient image did not fit within measurement image. Measured on u-band.
u_calib_astrometry_used,boolean,,,Propagated from sources. Measured on u-band.
u_calib_photometry_reserved,boolean,,,Propagated from sources. Measured on u-band.
u_calib_photometry_used,boolean,,,Propagated from sources. Measured on u-band.
u_calib_psf_candidate,boolean,,,Propagated from sources. Measured on u-band.
u_calib_psf_reserved,boolean,,,Propagated from sources. Measured on u-band.
u_calib_psf_used,boolean,,,Propagated from sources. Measured on u-band.
u_centroid_flag,boolean,,,General Failure Flag. Measured on u-band.
u_centroid_x,double,pixel,,Centroid from Sdss Centroid algorithm. Measured on u-band.
u_centroid_xErr,float,pixel,,1-sigma uncertainty on x position. Measured on u-band.
u_centroid_y,double,pixel,,Centroid from Sdss Centroid algorithm. Measured on u-band.
u_centroid_yErr,float,pixel,,1-sigma uncertainty on y position. Measured on u-band.
u_decl,double,deg,pos.eq.dec,Position in ra/dec. Measured on u-band.
u_extendedness,double,,,"Set to 1 for extended sources, 0 for point sources. Measured on u-band."
u_extendedness_flag,boolean,,,Set to 1 for any fatal failure. Measured on u-band.
u_free_cModelFlux,double,nJy,,Flux from the final cmodel fit. Measured on u-band.
u_free_cModelFluxErr,double,nJy,,Flux uncertainty from the final cmodel fit. Measured on u-band.
u_free_cModelFlux_flag,boolean,,,Flag set if the final cmodel fit (or any previous fit) failed. Measured on u-band.
u_free_cModelFlux_inner,double,nJy,,"Flux within the fit region, with no extrapolation. Measured on u-band."
u_free_psfFlux,double,nJy,,Flux derived from linear least-squares fit of PSF model. Measured on u-band.
u_free_psfFluxErr,double,nJy,,Flux uncertainty derived from linear least-squares fit of PSF model. Measured on u-band.
u_free_psfFlux_flag,boolean,,,General Failure Flag. Measured on u-band.
u_fwhm,double,pixel^2,,HSM moments. Measured on u-band.
u_gaap0p5Flux,double,nJy,,GAaP Flux with 0.5 aperture after multiplying the seeing by 1.15. Forced on u-band.
u_gaap0p5FluxErr,double,nJy,,GAaP Flux uncertainty with 0.5 aperture after multiplying the seeing by 1.15. Forced on u-band.
u_gaap0p5Flux_flag_bigPsf,boolean,,,The Gaussianized PSF is bigger than the aperture. Forced on u-band.
u_gaap0p7Flux,double,nJy,,GAaP Flux with 0.7 aperture after multiplying the seeing by 1.15. Forced on u-band.
u_gaap0p7FluxErr,double,nJy,,GAaP Flux uncertainty with 0.7 aperture after multiplying the seeing by 1.15. Forced on u-band.
u_gaap0p7Flux_flag_bigPsf,boolean,,,The Gaussianized PSF is bigger than the aperture. Forced on u-band.
u_gaap1p0Flux,double,nJy,,GAaP Flux with 1.0 aperture after multiplying the seeing by 1.15. Forced on u-band.
u_gaap1p0FluxErr,double,nJy,,GAaP Flux uncertainty with 1.0 aperture after multiplying the seeing by 1.15. Forced on u-band.
u_gaap1p0Flux_flag_bigPsf,boolean,,,The Gaussianized PSF is bigger than the aperture. Forced on u-band.
u_gaap1p5Flux,double,nJy,,GAaP Flux with 1.5 aperture after multiplying the seeing by 1.15. Forced on u-band.
u_gaap1p5FluxErr,double,nJy,,GAaP Flux uncertainty with 1.5 aperture after multiplying the seeing by 1.15. Forced on u-band.
u_gaap1p5Flux_flag_bigPsf,boolean,,,The Gaussianized PSF is bigger than the aperture. Forced on u-band.
u_gaap2p5Flux,double,nJy,,GAaP Flux with 2.5 aperture after multiplying the seeing by 1.15. Forced on u-band.
u_gaap2p5FluxErr,double,nJy,,GAaP Flux uncertainty with 2.5 aperture after multiplying the seeing by 1.15. Forced on u-band.
u_gaap2p5Flux_flag_bigPsf,boolean,,,The Gaussianized PSF is bigger than the aperture. Forced on u-band.
u_gaap3p0Flux,double,nJy,,GAaP Flux with 3.0 aperture after multiplying the seeing by 1.15. Forced on u-band.
u_gaap3p0FluxErr,double,nJy,,GAaP Flux uncertainty with 3.0 aperture after multiplying the seeing by 1.15. Forced on u-band.
u_gaap3p0Flux_flag_bigPsf,boolean,,,The Gaussianized PSF is bigger than the aperture. Forced on u-band.
u_gaapFlux_flag,boolean,,,Set for any fatal failure. Forced on u-band.
u_gaapFlux_flag_edge,boolean,,,Source is too close to the edge. Forced on u-band.
u_gaapFlux_flag_gaussianization,boolean,,,PSF Gaussianization failed when trying to scale by this factor. Forced on u-band.
u_gaapOptimalFlux,double,nJy,,GAaP Flux with optimal aperture after multiplying the seeing by 1.15. Forced on u-band.
u_gaapOptimalFluxErr,double,nJy,,GAaP Flux uncertainty with optimal aperture after multiplying the seeing by 1.15. Forced on u-band.
u_gaapOptimalFlux_flag_bigPsf,boolean,,,The Gaussianized PSF is bigger than the aperture. Forced on u-band.
u_gaapPsfFlux,double,nJy,,GAaP Flux with PSF aperture after multiplying the seeing by 1.15. Forced on u-band.
u_gaapPsfFluxErr,double,nJy,,GAaP Flux uncertainty with PSF aperture after multiplying the seeing by 1.15. Forced on u-band.
u_hsmShapeRegauss_e1,double,,,PSF-corrected shear using Hirata & Seljak (2003) regaussianization. Measured on u-band.
u_hsmShapeRegauss_e2,double,,,PSF-corrected shear using Hirata & Seljak (2003) regaussianization. Measured on u-band.
u_hsmShapeRegauss_flag,boolean,,,"General failure flag, set if anything went wrong. Measured on u-band."
u_hsmShapeRegauss_sigma,double,,,PSF-corrected shear using Hirata & Seljak (2003) regaussianization. Measured on u-band.
u_iDebiasedPSF_flag,boolean,,,"General failure flag, set if anything went wrong. Measured on u-band."
u_iPSF_flag,boolean,,,"General failure flag, set if anything went wrong. Measured on u-band."
u_iRound_flag,double,pixel^2,,HSM moments. Measured on u-band.
u_i_flag,boolean,,,"General failure flag, set if anything went wrong. Measured on u-band."
u_inputCount,int,,,"Number of images contributing at center, not including anyclipping. Forced on u-band."
u_inputCount_flag,boolean,,,Set for any fatal failure. Forced on u-band.
u_inputCount_flag_noInputs,boolean,,,No coadd inputs available. Forced on u-band.
u_ixx,double,pixel^2,,HSM moments. Measured on u-band.
u_ixxDebiasedPSF,double,pixel^2,,HSM moments. Measured on u-band.
u_ixxPSF,double,pixel^2,,HSM moments. Measured on u-band.
u_ixxRound,double,pixel^2,,HSM moments. Measured on u-band.
u_ixy,double,pixel^2,,HSM moments. Measured on u-band.
u_ixyDebiasedPSF,double,pixel^2,,HSM moments. Measured on u-band.
u_ixyPSF,double,pixel^2,,HSM moments. Measured on u-band.
u_ixyRound,double,pixel^2,,HSM moments. Measured on u-band.
u_iyy,double,pixel^2,,HSM moments. Measured on u-band.
u_iyyDebiasedPSF,double,pixel^2,,HSM moments. Measured on u-band.
u_iyyPSF,double,pixel^2,,HSM moments. Measured on u-band.
u_iyyRound,double,pixel^2,,HSM moments. Measured on u-band.
u_kronFlux,double,nJy,,Flux from Kron Flux algorithm. Measured on u-band.
u_kronFluxErr,double,nJy,,Flux uncertainty from Kron Flux algorithm. Measured on u-band.
u_kronFlux_flag,boolean,,,"General failure flag, set if anything went wrong. Measured on u-band."
u_kronFlux_flag_bad_radius,boolean,,,Bad Kron radius. Measured on u-band.
u_kronFlux_flag_bad_shape,boolean,,,Shape for measuring Kron radius is bad; used PSF shape. Measured on u-band.
u_kronFlux_flag_bad_shape_no_psf,boolean,,,Bad shape and no PSF. Measured on u-band.
u_kronFlux_flag_edge,boolean,,,Bad measurement due to image edge. Measured on u-band.
u_kronFlux_flag_no_fallback_radius,boolean,,,No minimum radius and no PSF provided. Measured on u-band.
u_kronFlux_flag_no_minimum_radius,boolean,,,"Minimum radius could not enforced, no minimum value or PSF. Measured on u-band."
u_kronFlux_flag_small_radius,boolean,,,Measured Kron radius was smaller than that of the PSF. Measured on u-band.
u_kronFlux_flag_used_minimum_radius,boolean,,,Used the minimum radius for the Kron aperture. Measured on u-band.
u_kronFlux_flag_used_psf_radius,boolean,,,Used the PSF Kron radius for the Kron aperture. Measured on u-band.
u_kronRad,float,,,Kron radius (sqrt(a*b)). Measured on u-band.
u_pixelFlags_bad,boolean,,,Bad pixel in the Source footprint. Measured on u-band.
u_pixelFlags_clipped,boolean,,,Source footprint includes CLIPPED pixels. Measured on u-band.
u_pixelFlags_clippedCenter,boolean,,,Source center is close to CLIPPED pixels. Measured on u-band.
u_pixelFlags_cr,boolean,,,Cosmic ray in the Source footprint. Measured on u-band.
u_pixelFlags_crCenter,boolean,,,Cosmic ray in the Source center. Measured on u-band.
u_pixelFlags_edge,boolean,,,Source is outside usable exposure region (masked EDGE or NO_DATA). Measured on u-band.
u_pixelFlags_inexact_psf,boolean,,,Source footprint includes INEXACT_PSF pixels. Measured on u-band.
u_pixelFlags_inexact_psfCenter,boolean,,,Source center is close to INEXACT_PSF pixels. Measured on u-band.
u_pixelFlags_interpolated,boolean,,,Interpolated pixel in the Source footprint. Measured on u-band.
u_pixelFlags_interpolatedCenter,boolean,,,Interpolated pixel in the Source center. Measured on u-band.
u_pixelFlags_offimage,boolean,,,Source center is off image. Measured on u-band.
u_pixelFlags_saturated,boolean,,,Saturated pixel in the Source footprint. Measured on u-band.
u_pixelFlags_saturatedCenter,boolean,,,Saturated pixel in the Source center. Measured on u-band.
u_pixelFlags_sensor_edge,boolean,,,Source footprint includes SENSOR_EDGE pixels. Measured on u-band.
u_pixelFlags_sensor_edgeCenter,boolean,,,Source center is close to SENSOR_EDGE pixels. Measured on u-band.
u_pixelFlags_suspect,boolean,,,Sources footprint includes suspect pixels. Measured on u-band.
u_pixelFlags_suspectCenter,boolean,,,Sources center is close to suspect pixels. Measured on u-band.
u_psfFlux,double,nJy,,Flux derived from linear least-squares fit of PSF model. Forced on u-band.
u_psfFluxErr,double,nJy,,Flux uncertainty derived from linear least-squares fit of PSF model. Forced on u-band.
u_psfFlux_area,float,pixel,,Effective area of PSF. Forced on u-band.
u_psfFlux_flag,boolean,,,General Failure Flag. Forced on u-band.
u_psfFlux_flag_apCorr,boolean,,,Set if unable to aperture correct base_PsfFlux. Forced on u-band.
u_psfFlux_flag_edge,boolean,,,Object was too close to the edge of the image to use the full PSF model. Forced on u-band.
u_psfFlux_flag_noGoodPixels,boolean,,,Not enough non-rejected pixels in data to attempt the fit. Forced on u-band.
u_ra,double,deg,pos.eq.ra,Position in ra/dec. Measured on u-band.
y_ap03Flux,double,nJy,,Flux within 3.0-pixel aperture. Forced on y-band.
y_ap03FluxErr,double,nJy,,Flux uncertainty within 3.0-pixel aperture. Forced on y-band.
y_ap03Flux_flag,boolean,,,General Failure Flag. Forced on y-band.
y_ap06Flux,double,nJy,,Flux within 6.0-pixel aperture. Forced on y-band.
y_ap06FluxErr,double,nJy,,Flux uncertainty within 6.0-pixel aperture. Forced on y-band.
y_ap06Flux_flag,boolean,,,General Failure Flag. Forced on y-band.
y_ap09Flux,double,nJy,,Flux within 9.0-pixel aperture. Forced on y-band.
y_ap09FluxErr,double,nJy,,Flux uncertainty within 9.0-pixel aperture. Forced on y-band.
y_ap09Flux_flag,boolean,,,General Failure Flag. Forced on y-band.
y_ap12Flux,double,nJy,,Flux within 12.0-pixel aperture. Forced on y-band.
y_ap12FluxErr,double,nJy,,Flux uncertainty within 12.0-pixel aperture. Forced on y-band.
y_ap12Flux_flag,boolean,,,General Failure Flag. Forced on y-band.
y_ap17Flux,double,nJy,,Flux within 17.0-pixel aperture. Forced on y-band.
y_ap17FluxErr,double,nJy,,Flux uncertainty within 17.0-pixel aperture. Forced on y-band.
y_ap17Flux_flag,boolean,,,General Failure Flag. Forced on y-band.
y_ap25Flux,double,nJy,,Flux within 25.0-pixel aperture. Forced on y-band.
y_ap25FluxErr,double,nJy,,Flux uncertainty within 25.0-pixel aperture. Forced on y-band.
y_ap25Flux_flag,boolean,,,General Failure Flag. Forced on y-band.
y_ap35Flux,double,nJy,,Flux within 35.0-pixel aperture. Forced on y-band.
y_ap35FluxErr,double,nJy,,Flux uncertainty within 35.0-pixel aperture. Forced on y-band.
y_ap35Flux_flag,boolean,,,General Failure Flag. Forced on y-band.
y_ap50Flux,double,nJy,,Flux within 50.0-pixel aperture. Forced on y-band.
y_ap50FluxErr,double,nJy,,Flux uncertainty within 50.0-pixel aperture. Forced on y-band.
y_ap50Flux_flag,boolean,,,General Failure Flag. Forced on y-band.
y_ap70Flux,double,nJy,,Flux within 70.0-pixel aperture. Forced on y-band.
y_ap70FluxErr,double,nJy,,Flux uncertainty within 70.0-pixel aperture. Forced on y-band.
y_ap70Flux_flag,boolean,,,General Failure Flag. Forced on y-band.
y_apFlux_flag,boolean,,,General Failure Flag. Measured on y-band.
y_apFlux_flag_apertureTruncated,boolean,,,Aperture did not fit within measurement image. Measured on y-band.
y_apFlux_flag_sincCoeffsTruncated,boolean,,,Full sinc coefficient image did not fit within measurement image. Measured on y-band.
y_bdChi2,double,,,-ln(likelihood) (chi^2) in cmodel fit. Measured on y-band.
y_bdE1,double,pixel^2,,FracDev-weighted average of exp.ellipse and dev.ellipse. Measured on y-band.
y_bdE2,double,pixel^2,,FracDev-weighted average of exp.ellipse and dev.ellipse. Measured on y-band.
y_bdFluxB,double,nJy,,Flux from the de Vaucouleur fit. Measured on y-band.
y_bdFluxBErr,double,nJy,,Flux uncertainty from the de Vaucouleur fit. Measured on y-band.
y_bdFluxD,double,nJy,,Flux from the exponential fit. Measured on y-band.
y_bdFluxDErr,double,nJy,,Flux uncertainty from the exponential fit. Measured on y-band.
y_bdReB,double,pixel^2,,Half-light ellipse of the de Vaucouleur fit. Measured on y-band.
y_bdReD,double,pixel^2,,Half-light ellipse of the exponential fit. Measured on y-band.
y_blendedness,double,,,"Measure of how much the flux is affected by neighbors, (1 - child_flux/parent_flux). Operates on the absolute value of the pixels to try to obtain a de-noised value. See section 4.9.11 of Bosch et al. 2018, PASJ, 70, S5 for details. Measured on y-band."
y_blendedness_flag,boolean,,,General Failure Flag. Measured on y-band.
y_cModelFlux,double,nJy,,Flux from the final cmodel fit. Forced on y-band.
y_cModelFluxErr,double,nJy,,Flux uncertainty from the final cmodel fit. Forced on y-band.
y_cModelFlux_inner,double,nJy,,"Flux within the fit region, with no extrapolation. Forced on y-band."
y_cModel_flag,boolean,,,Flag set if the final cmodel fit (or any previous fit) failed. Forced on y-band.
y_cModel_flag_apCorr,boolean,,,Set if unable to aperture correct modelfit_CModel. Forced on y-band.
y_calibFlux,double,nJy,,Flux within 12.0-pixel aperture. Measured on y-band.
y_calibFluxErr,double,nJy,,Flux uncertainty within 12.0-pixel aperture. Measured on y-band.
y_calibFlux_flag,boolean,,,General Failure Flag. Measured on y-band.
y_calibFlux_flag_apertureTruncated,boolean,,,Aperture did not fit within measurement image. Measured on y-band.
y_calibFlux_flag_sincCoeffsTruncated,boolean,,,Full sinc coefficient image did not fit within measurement image. Measured on y-band.
y_calib_astrometry_used,boolean,,,Propagated from sources. Measured on y-band.
y_calib_photometry_reserved,boolean,,,Propagated from sources. Measured on y-band.
y_calib_photometry_used,boolean,,,Propagated from sources. Measured on y-band.
y_calib_psf_candidate,boolean,,,Propagated from sources. Measured on y-band.
y_calib_psf_reserved,boolean,,,Propagated from sources. Measured on y-band.
y_calib_psf_used,boolean,,,Propagated from sources. Measured on y-band.
y_centroid_flag,boolean,,,General Failure Flag. Measured on y-band.
y_centroid_x,double,pixel,,Centroid from Sdss Centroid algorithm. Measured on y-band.
y_centroid_xErr,float,pixel,,1-sigma uncertainty on x position. Measured on y-band.
y_centroid_y,double,pixel,,Centroid from Sdss Centroid algorithm. Measured on y-band.
y_centroid_yErr,float,pixel,,1-sigma uncertainty on y position. Measured on y-band.
y_decl,double,deg,pos.eq.dec,Position in ra/dec. Measured on y-band.
y_extendedness,double,,,"Set to 1 for extended sources, 0 for point sources. Measured on y-band."
y_extendedness_flag,boolean,,,Set to 1 for any fatal failure. Measured on y-band.
y_free_cModelFlux,double,nJy,,Flux from the final cmodel fit. Measured on y-band.
y_free_cModelFluxErr,double,nJy,,Flux uncertainty from the final cmodel fit. Measured on y-band.
y_free_cModelFlux_flag,boolean,,,Flag set if the final cmodel fit (or any previous fit) failed. Measured on y-band.
y_free_cModelFlux_inner,double,nJy,,"Flux within the fit region, with no extrapolation. Measured on y-band."
y_free_psfFlux,double,nJy,,Flux derived from linear least-squares fit of PSF model. Measured on y-band.
y_free_psfFluxErr,double,nJy,,Flux uncertainty derived from linear least-squares fit of PSF model. Measured on y-band.
y_free_psfFlux_flag,boolean,,,General Failure Flag. Measured on y-band.
y_fwhm,double,pixel^2,,HSM moments. Measured on y-band.
y_gaap0p5Flux,double,nJy,,GAaP Flux with 0.5 aperture after multiplying the seeing by 1.15. Forced on y-band.
y_gaap0p5FluxErr,double,nJy,,GAaP Flux uncertainty with 0.5 aperture after multiplying the seeing by 1.15. Forced on y-band.
